month,day,len,rang90,rang95,gamma_moments_90,gamma_moments_95,a_moments,b_moments
1,1,145,3.58,6.1,3.12,6.06,0.13193,8.1599
1,2,145,3.76,5.62,3.25,6.03,0.15066,7.27387
1,3,145,4.56,6.28,3.9,6.72,0.19145,6.73975
1,4,145,4.3,6.28,3.98,6.88,0.19014,6.93131
1,5,146,4.0,5.975,4.1,6.91,0.20864,6.5001
1,6,146,4.7,6.25,4.47,7.4,0.22366,6.61792
1,7,147,3.76,6.07,3.72,6.49,0.18283,6.73467
1,8,148,2.8,5.595,3.04,5.74,0.143,7.22922
1,9,148,2.63,4.26,2.5,5.01,0.12112,7.26343
1,10,147,1.62,3.64,1.59,3.85,0.0815,8.11347
1,11,148,1.06,3.315,1.38,3.29,0.08427,6.71104
1,12,148,1.73,4.06,1.85,4.19,0.09276,7.75044
1,13,147,1.92,6.07,2.16,4.66,0.10251,7.83716
1,14,147,2.04,6.07,2.29,4.8,0.10919,7.63222
1,15,147,3.36,6.68,2.55,5.19,0.11678,7.75904
1,16,147,2.4,5.24,2.37,4.93,0.11149,7.68214
1,17,146,3.85,5.875,2.71,5.44,0.12095,7.88832
1,18,146,3.85,5.675,2.75,5.42,0.12724,7.51981
1,19,146,5.15,8.675,4.21,8.01,0.13956,10.2869
1,20,147,5.14,8.36,4.12,7.72,0.14616,9.55087
1,21,147,5.24,8.6,4.63,8.31,0.16678,9.25466
1,22,147,3.84,8.36,4.12,7.51,0.15867,8.69457
1,23,147,3.84,8.6,4.23,7.73,0.15758,9.00531
1,24,147,3.7,6.39,3.47,6.11,0.17849,6.45612
1,25,146,3.8,7.075,3.8,6.6,0.1864,6.75383
1,26,145,3.66,5.92,3.22,5.77,0.16721,6.40961
1,27,145,3.72,6.58,3.44,6.05,0.17954,6.36119
1,28,145,3.44,6.58,3.43,6.41,0.14733,7.87353
1,29,145,3.36,6.62,3.05,5.73,0.14574,7.09792
1,30,145,2.38,5.16,2.43,4.8,0.12646,6.70237
1,31,145,2.32,4.46,2.32,4.62,0.12312,6.59862
2,1,145,2.32,4.46,2.26,4.76,0.10825,7.61999
2,2,145,2.7,5.54,2.69,5.46,0.11815,8.08447
2,3,145,2.7,6.36,3.0,6.03,0.12042,8.77374
2,4,145,2.76,6.28,2.98,6.0,0.11974,8.77784
2,5,145,2.64,8.34,3.09,6.19,0.12186,8.91958
2,6,145,2.6,8.74,3.01,6.12,0.11745,9.10136
2,7,145,3.04,5.3,2.88,5.3,0.15423,6.27816
2,8,146,3.25,4.8,2.75,4.77,0.18589,4.89312
2,9,147,3.78,6.11,3.17,5.52,0.18411,5.70115
2,10,147,4.5,6.76,3.39,5.73,0.20778,5.40216
2,11,148,4.5,6.095,3.13,5.28,0.20676,5.0031
2,12,149,2.9,5.82,2.56,4.59,0.16804,5.08027
2,13,149,2.04,5.42,2.31,4.48,0.13284,5.99205
2,14,148,1.49,3.055,1.6,3.3,0.11311,5.07744
