month,day,len,rang90,rang95,gamma_moments_90,gamma_moments_95,a_moments,b_moments
1,1,150,3.81,6.52,3.58,6.24,0.18447,6.433
1,2,150,3.81,6.52,3.39,5.89,0.18621,6.02553
1,3,150,3.62,6.21,3.52,5.94,0.20815,5.59851
1,4,150,3.6,5.92,3.27,5.47,0.21509,5.03661
1,5,150,3.64,6.525,3.65,6.4,0.18031,6.7105
1,6,150,4.25,7.31,4.32,7.26,0.21115,6.76625
1,7,150,4.43,5.975,4.12,6.76,0.2312,5.90547
1,8,150,4.7,6.2,4.07,6.74,0.22317,6.04033
1,9,150,5.0,7.13,4.46,7.26,0.24047,6.16571
1,10,150,5.12,6.365,4.68,7.33,0.28469,5.53576
1,11,150,5.12,6.365,4.45,7.04,0.27332,5.46615
1,12,150,5.03,6.665,4.39,7.06,0.25255,5.78893
1,13,150,4.76,6.665,4.34,7.02,0.24769,5.83805
1,14,150,4.4,6.31,3.99,6.44,0.24881,5.34002
1,15,150,3.41,6.155,3.17,5.25,0.22377,4.69838
1,16,150,3.31,5.31,2.92,4.85,0.21958,4.39627
1,17,150,3.41,5.855,2.97,4.86,0.2349,4.19477
1,18,150,3.05,6.01,3.31,5.99,0.16215,6.82088
1,19,150,3.62,6.255,3.76,6.97,0.15031,8.43161
1,20,150,5.11,6.465,4.69,8.02,0.19787,7.84003
1,21,150,5.14,7.755,5.65,9.72,0.19294,9.69232
1,22,150,5.14,7.9,6.38,10.61,0.21969,9.61376
1,23,150,5.14,10.265,6.56,10.83,0.22603,9.6094
1,24,150,4.73,8.615,5.74,9.79,0.19871,9.54499
1,25,150,4.11,9.53,5.03,9.05,0.16472,10.17896
1,26,150,3.6,9.2,4.37,7.58,0.18727,7.72848
1,27,150,3.51,7.85,4.12,6.97,0.20552,6.63048
1,28,150,4.02,6.565,3.95,6.01,0.33042,4.10187
1,29,150,4.52,6.7,4.42,6.46,0.41334,3.80474
1,30,150,4.82,6.7,6.02,9.83,0.23561,8.47462
1,31,150,4.71,6.31,5.74,9.51,0.22301,8.51993
2,1,150,4.82,6.565,5.63,9.63,0.19683,9.45295
2,2,150,5.0,6.92,5.68,9.77,0.19259,9.75455
2,3,150,4.31,6.56,5.42,9.54,0.17808,10.10393
2,4,150,4.21,5.955,4.0,6.34,0.27172,4.94386
2,5,150,4.1,6.275,3.88,6.23,0.25445,5.08555
2,6,150,3.1,5.375,3.06,4.98,0.24173,4.21127
2,7,150,3.01,4.585,2.58,4.28,0.22077,3.86526
2,8,150,3.01,5.285,2.72,4.86,0.16967,5.33984
2,9,150,2.91,4.31,2.63,4.74,0.16449,5.33757
2,10,150,3.8,6.255,3.17,5.64,0.17127,6.15785
2,11,150,4.42,7.42,4.03,6.57,0.23795,5.62299
2,12,150,5.13,8.3,5.06,8.16,0.2514,6.71429
2,13,150,5.4,8.52,5.24,8.25,0.27903,6.31706
2,14,150,7.11,11.12,5.89,9.12,0.30226,6.61457
2,15,150,5.48,10.675,5.5,8.55,0.29647,6.28279
2,16,150,5.4,9.635,4.82,7.89,0.23416,6.8271
2,17,150,3.9,8.04,4.04,6.55,0.24471,5.49495
2,18,150,3.54,7.24,3.87,6.41,0.22352,5.73844
2,19,150,3.41,4.62,3.17,5.17,0.2385,4.41654
2,20,150,3.43,5.405,3.22,5.4,0.21124,5.03366
2,21,150,4.01,6.265,3.83,6.26,0.23772,5.3564
2,22,150,3.4,5.675,3.51,6.33,0.16347,7.16134
2,23,150,3.4,6.01,3.48,6.39,0.15559,7.51103
2,24,150,2.74,6.73,3.72,6.84,0.15456,8.09176
2,25,150,4.05,7.74,4.17,7.31,0.18052,7.66308
2,26,150,6.01,8.685,4.69,7.98,0.20005,7.74473
2,27,128,6.22,8.755,4.85,7.89,0.24138,6.68352
2,28,128,6.5,8.23,4.93,7.66,0.29753,5.61647
2,29,128,6.43,7.995,5.04,7.64,0.33575,5.16334
3,1,128,6.43,7.66,5.02,7.57,0.34507,5.02391
3,2,128,5.73,6.795,4.38,6.48,0.38619,3.98929
3,3,150,5.71,6.765,4.37,6.53,0.36792,4.14949
3,4,150,4.54,6.355,3.86,5.9,0.32252,4.09283
3,5,150,4.21,6.365,3.79,5.86,0.30506,4.22437
3,6,150,3.92,5.485,3.23,5.14,0.26691,4.05876
3,7,150,3.8,5.485,2.92,4.88,0.21634,4.47133
3,8,150,2.69,4.855,2.4,4.16,0.18725,4.24392
3,9,150,2.69,5.45,2.64,4.84,0.15547,5.69464
3,10,150,2.51,4.71,2.28,4.25,0.14731,5.22697
3,11,150,2.41,4.985,2.21,4.21,0.13878,5.43791
3,12,150,2.41,4.985,2.45,4.56,0.1483,5.57871
3,13,150,3.31,6.41,3.07,5.38,0.18091,5.63068
3,14,150,2.94,6.255,2.93,4.91,0.21444,4.52659
3,15,150,3.1,6.255,3.43,5.77,0.20958,5.4141
3,16,150,4.11,6.41,3.89,6.3,0.2468,5.25112
3,17,150,4.81,6.3,4.12,6.47,0.28225,4.91295
3,18,150,4.93,6.41,4.32,6.62,0.31652,4.65481
3,19,150,5.62,7.23,5.55,8.62,0.29889,6.29436
3,20,150,5.53,7.23,5.22,8.15,0.29189,6.04788
3,21,150,5.3,6.455,4.86,7.76,0.26022,6.23823
3,22,150,5.3,6.72,4.69,7.73,0.22804,6.81746
3,23,150,4.82,6.265,4.23,7.3,0.19089,7.3339
3,24,150,3.41,5.165,3.16,5.35,0.20527,5.09255
3,25,150,3.91,5.995,3.25,5.46,0.21067,5.098
3,26,150,4.01,6.81,3.34,5.69,0.20065,5.50878
3,27,150,4.11,7.125,3.27,5.61,0.19475,5.55589
3,28,150,4.11,7.855,3.33,5.69,0.19729,5.5822
3,29,150,3.9,7.125,3.05,5.44,0.16884,6.00579
3,30,150,4.3,8.455,3.62,6.45,0.17035,7.06776
3,31,150,5.3,9.05,3.99,6.93,0.18566,7.1098
4,1,150,4.32,8.675,3.92,6.71,0.19577,6.62015
4,2,150,4.12,7.32,3.64,6.36,0.1817,6.6336
4,3,150,4.12,7.32,3.57,6.41,0.16559,7.18253
4,4,150,3.23,4.94,2.67,5.04,0.14258,6.35892
4,5,150,3.23,4.855,2.54,4.66,0.15681,5.44167
4,6,150,3.24,5.4,3.11,5.74,0.15228,6.86474
4,7,150,4.02,6.04,3.81,6.47,0.20353,6.19407
4,8,150,4.26,7.005,4.05,6.81,0.20981,6.38366
4,9,150,4.04,6.04,3.93,6.65,0.20513,6.33417
4,10,150,4.0,7.72,4.25,8.14,0.13753,10.58218
4,11,150,3.91,7.41,3.72,7.98,0.10381,13.28052
4,12,150,3.21,5.41,2.77,6.84,0.07891,14.9111
4,13,150,3.95,7.63,3.58,7.71,0.1029,12.92579
4,14,150,5.32,8.565,4.94,9.3,0.14388,11.65347
4,15,150,5.32,8.81,4.84,8.96,0.15115,10.78871
4,16,150,5.21,9.065,4.54,8.0,0.17768,8.48723
4,17,150,5.43,9.365,4.9,8.44,0.1922,8.43549
4,18,150,5.11,9.475,4.62,8.31,0.16589,9.29514
4,19,150,4.2,9.065,4.35,8.44,0.13252,11.31387
4,20,150,4.7,8.405,4.52,7.98,0.17584,8.53438
4,21,150,4.74,7.53,4.51,7.9,0.18078,8.26769
4,22,150,5.11,7.91,4.39,7.79,0.1728,8.44533
4,23,150,4.7,7.53,3.71,6.92,0.14748,8.49406
4,24,150,4.61,7.91,3.34,5.96,0.17017,6.53868
4,25,150,2.42,5.155,2.71,5.09,0.14419,6.37117
4,26,150,2.51,5.975,2.78,5.35,0.13567,7.03167
4,27,150,2.45,5.41,2.46,4.85,0.12713,6.7331
4,28,150,4.11,7.515,3.54,6.56,0.15149,7.87739
4,29,150,4.11,8.65,3.72,6.9,0.15072,8.32472
4,30,150,5.32,10.09,3.98,7.27,0.15722,8.47639
5,1,150,3.6,10.09,3.71,7.17,0.13401,9.5217
5,2,150,3.65,10.09,3.88,7.34,0.14188,9.30354
5,3,150,2.83,9.87,3.56,7.2,0.11869,10.62146
5,4,150,3.15,7.595,3.31,6.74,0.11695,10.0609
5,5,150,3.51,6.075,3.35,6.83,0.11662,10.22098
5,6,150,4.69,9.17,4.09,7.85,0.1361,10.29115
5,7,150,5.83,10.515,5.37,9.39,0.18219,9.77011
5,8,150,5.83,9.115,5.44,8.91,0.234,7.71218
5,9,150,5.35,8.8,5.27,8.69,0.2278,7.67033
5,10,150,5.83,9.8,5.67,9.25,0.23822,7.91148
5,11,150,5.71,8.8,5.95,9.83,0.22629,8.7174
5,12,150,5.21,7.565,5.14,8.93,0.18628,9.13658
5,13,150,5.01,7.4,4.55,8.24,0.16203,9.38521
5,14,150,4.28,7.265,4.16,7.77,0.14716,9.56315
5,15,150,5.01,7.265,3.94,7.29,0.15109,8.78077
5,16,150,4.15,7.565,3.72,6.22,0.21403,5.74377
5,17,150,4.01,7.865,3.76,6.52,0.18753,6.63702
5,18,150,4.06,7.92,3.83,6.74,0.17882,7.10974
5,19,150,7.07,10.91,5.67,9.47,0.216,8.68519
5,20,150,6.44,10.91,5.56,9.31,0.2135,8.60904
5,21,150,5.32,10.275,4.86,8.49,0.18335,8.78821
5,22,150,6.44,9.71,4.98,8.36,0.2125,7.75516
5,23,150,8.41,11.165,6.59,10.76,0.23692,9.2322
5,24,150,6.47,9.24,5.64,9.37,0.22033,8.47219
5,25,150,6.41,8.665,5.25,8.97,0.19762,8.78435
5,26,150,7.76,10.04,5.9,9.94,0.20894,9.34233
5,27,150,8.43,11.465,6.5,10.63,0.23479,9.18259
5,28,150,5.78,9.165,5.01,8.45,0.2078,7.9692
5,29,150,5.16,9.41,4.92,8.44,0.19521,8.33957
5,30,150,7.61,10.265,5.84,9.55,0.23574,8.22948
5,31,150,7.61,11.31,6.92,11.83,0.19677,11.62109
6,1,150,5.73,8.755,5.66,10.5,0.15067,12.66818
6,2,150,6.02,8.755,5.41,10.13,0.14615,12.53033
6,3,150,6.53,9.075,5.76,10.73,0.14803,13.14185
6,4,150,6.02,9.075,4.86,9.81,0.11936,14.39349
6,5,150,4.32,8.21,3.58,7.58,0.10668,12.29816
6,6,150,4.32,9.255,3.76,7.91,0.10798,12.69334
6,7,150,4.05,10.385,4.2,9.01,0.10359,15.02078
6,8,150,2.23,8.255,2.88,6.98,0.08151,14.72222
6,9,150,2.23,6.11,2.65,6.62,0.07769,14.67427
6,10,150,4.0,9.89,3.62,7.34,0.11829,10.85432
6,11,150,4.01,10.7,4.38,8.23,0.14503,10.24187
6,12,150,4.0,7.82,3.72,6.62,0.17217,7.19059
6,13,150,5.94,9.89,5.14,8.44,0.23155,7.36774
6,14,150,6.63,11.865,6.63,10.85,0.23443,9.38737
6,15,150,6.31,11.865,6.7,12.15,0.16112,13.89889
6,16,150,6.31,12.525,6.49,11.95,0.15329,14.22991
6,17,150,7.26,16.475,7.74,15.3,0.12582,21.44411
6,18,150,8.8,15.12,7.5,15.2,0.11819,22.48925
6,19,150,6.93,12.66,6.68,13.96,0.10993,22.04404
6,20,150,8.44,13.42,7.07,13.82,0.12962,18.89065
6,21,150,8.53,12.165,7.22,13.9,0.13501,18.34893
6,22,150,8.53,12.165,7.23,14.27,0.12632,19.93397
6,23,150,8.31,10.32,6.69,13.46,0.1205,19.5791
6,24,150,6.3,10.32,6.45,13.98,0.10125,23.80281
6,25,150,7.84,10.995,7.7,16.02,0.11095,25.08144
6,26,150,7.84,11.6,7.74,16.24,0.10881,25.87955
6,27,150,8.33,10.84,8.44,17.31,0.115,26.23702
6,28,150,8.64,19.075,9.41,18.93,0.12032,27.58758
6,29,150,9.91,19.075,10.33,19.71,0.13844,25.48375
6,30,150,8.24,15.66,8.19,16.93,0.11261,26.14999
7,1,150,8.28,16.53,8.87,17.91,0.11915,26.32059
7,2,150,6.35,17.35,7.72,14.63,0.14152,18.57466
7,3,150,4.94,15.055,6.05,11.96,0.1258,16.76225
7,4,150,4.54,12.29,5.22,10.63,0.11699,15.87091
7,5,150,6.44,13.98,6.03,11.4,0.14204,14.43685
7,6,150,6.31,12.125,5.55,10.01,0.16386,11.29836
7,7,150,4.72,8.655,5.27,10.86,0.11359,16.65061
7,8,150,6.56,12.215,6.55,12.51,0.13808,16.21333
7,9,150,6.56,12.855,6.63,12.67,0.1381,16.41832
7,10,150,5.21,12.955,6.56,12.83,0.12941,17.55681
7,11,150,4.71,12.325,5.8,11.99,0.11286,18.48297
7,12,150,7.73,14.92,6.97,13.52,0.13231,18.15932
7,13,150,6.62,15.235,6.44,12.97,0.11992,18.94537
7,14,150,8.04,19.52,7.59,14.35,0.14197,18.17256
7,15,150,8.51,23.5,8.79,17.56,0.12248,25.18529
7,16,150,13.05,24.11,10.38,19.68,0.14088,25.08951
7,17,150,8.04,23.5,8.37,16.71,0.12266,23.93534
7,18,150,8.04,22.78,8.74,17.0,0.13131,22.98414
7,19,150,6.07,16.355,7.23,16.44,0.09183,30.7458
7,20,150,5.82,13.11,6.18,13.39,0.10135,22.78639
7,21,150,5.82,12.75,5.34,11.84,0.09659,21.0788
7,22,150,6.74,13.31,6.53,13.26,0.11737,19.74985
7,23,150,6.31,13.31,6.11,12.76,0.11006,20.12884
7,24,150,6.31,13.31,6.66,11.91,0.16892,13.13458
7,25,150,6.12,12.41,6.44,11.86,0.15348,14.10367
7,26,150,6.31,11.625,6.8,12.85,0.14264,16.20916
7,27,150,6.58,13.935,7.3,13.86,0.14064,17.69046
7,28,150,6.53,11.965,7.27,13.7,0.14354,17.19343
7,29,150,7.75,11.645,6.67,12.09,0.16113,13.8355
7,30,150,6.53,11.645,6.44,11.63,0.16317,13.17238
7,31,150,7.2,11.645,6.43,11.96,0.14924,14.54967
8,1,150,5.91,7.975,5.39,10.39,0.13469,13.74467
8,2,150,5.82,8.75,5.06,10.12,0.12193,14.58222
8,3,150,5.82,9.02,4.74,10.0,0.10727,16.14568
8,4,150,4.79,7.455,3.74,8.67,0.08855,16.8042
8,5,150,1.96,6.51,2.3,5.56,0.08218,11.63326
8,6,150,1.92,7.455,2.13,6.41,0.05931,19.34418
8,7,150,1.41,5.51,1.46,5.25,0.04846,20.60908
8,8,150,1.4,3.16,0.96,4.22,0.04007,21.92589
8,9,150,1.4,4.25,1.23,4.85,0.0441,21.79997
8,10,150,1.82,5.4,2.77,8.12,0.06128,23.5431
8,11,150,2.0,5.565,3.68,9.13,0.07838,20.04823
8,12,150,3.9,14.655,4.85,11.11,0.09071,21.01879
8,13,150,4.07,14.655,5.56,12.21,0.09855,21.32861
8,14,150,3.81,10.535,4.83,11.29,0.08703,22.2685
8,15,150,3.81,9.195,4.1,9.72,0.085,19.62361
8,16,150,1.83,6.765,2.62,7.15,0.06781,18.40563
8,17,150,1.02,4.14,1.52,4.83,0.05529,15.90512
8,18,150,0.91,3.385,1.22,3.59,0.06129,10.39844
8,19,150,1.38,5.63,1.98,4.9,0.07887,10.70087
8,20,150,2.2,4.58,1.8,4.41,0.08041,9.43465
8,21,150,2.2,3.7,1.67,3.74,0.09501,6.75707
8,22,150,2.82,6.34,2.55,5.06,0.12488,7.13194
8,23,150,2.84,7.735,3.06,6.47,0.10708,10.45976
8,24,150,2.7,6.125,2.33,5.36,0.08966,10.26825
8,25,150,1.45,4.58,1.85,4.72,0.07457,10.94299
8,26,150,1.81,4.625,2.09,5.34,0.07479,12.33658
8,27,150,1.81,8.205,2.83,7.03,0.07842,15.42077
8,28,150,2.91,8.37,3.54,7.61,0.10327,12.7239
8,29,150,3.8,9.44,4.19,8.36,0.12309,11.94293
8,30,150,6.84,14.475,4.9,9.47,0.13359,12.61058
8,31,150,7.22,14.475,5.24,9.87,0.14385,12.36489
9,1,150,3.26,9.0,3.64,7.29,0.12172,10.5104
9,2,150,2.13,6.51,2.63,5.76,0.09929,9.9976
9,3,150,1.82,6.51,2.52,5.75,0.09121,10.82475
9,4,150,2.4,6.175,2.08,6.89,0.05283,24.07926
9,5,150,2.95,6.565,2.66,7.71,0.06225,21.93398
9,6,150,5.45,9.245,4.44,10.2,0.08998,19.46302
9,7,150,5.9,9.245,4.46,10.23,0.09032,19.43384
9,8,150,5.94,10.21,4.97,10.8,0.10088,18.45726
9,9,150,6.32,10.21,4.86,8.28,0.20075,8.01008
9,10,150,4.76,8.155,3.9,7.05,0.16256,8.00512
9,11,150,4.05,6.365,3.06,5.92,0.13372,7.88231
9,12,150,4.76,9.82,3.96,7.75,0.12909,10.62819
9,13,150,4.76,9.375,3.99,8.04,0.11996,11.748
9,14,150,4.23,9.15,3.9,7.81,0.12164,11.27393
9,15,150,5.46,10.26,4.54,8.63,0.13988,11.0669
9,16,150,4.68,8.42,4.3,8.13,0.14185,10.31117
9,17,150,4.23,8.31,3.83,7.1,0.15073,8.56254
9,18,150,4.2,8.11,3.35,6.13,0.15584,7.20382
9,19,150,3.97,8.31,3.53,7.2,0.11678,10.76642
9,20,150,5.11,9.055,4.35,8.47,0.13045,11.51916
9,21,150,7.28,9.655,5.54,10.51,0.14077,13.40294
9,22,150,6.66,10.03,5.85,10.95,0.14642,13.52707
9,23,150,7.65,12.07,6.82,12.08,0.17471,12.97357
9,24,150,6.39,11.075,5.85,10.61,0.16143,12.12112
9,25,150,5.93,12.07,5.39,10.56,0.12878,14.51089
9,26,150,4.5,11.52,4.59,9.07,0.12628,12.66983
9,27,150,2.41,8.51,3.25,7.25,0.09563,13.03611
9,28,150,2.4,4.61,2.82,6.73,0.08408,13.7404
9,29,150,2.93,9.12,4.13,8.72,0.10744,14.04844
9,30,150,3.22,7.62,3.93,7.68,0.12936,10.51846
10,1,150,2.95,6.905,3.65,7.68,0.10831,12.29155
10,2,150,5.1,8.185,4.19,8.33,0.12425,11.79926
10,3,150,5.1,8.185,4.26,8.39,0.12682,11.68584
10,4,150,5.11,8.005,4.14,8.18,0.12624,11.42776
10,5,150,4.73,7.915,3.61,7.52,0.11079,11.79446
10,6,150,5.02,9.49,3.9,7.75,0.12369,11.02789
10,7,150,5.03,9.105,3.97,7.89,0.12449,11.15444
10,8,150,4.64,7.4,3.37,6.89,0.11575,10.38441
10,9,150,2.86,6.54,2.68,5.51,0.11405,8.42344
10,10,150,3.79,7.175,3.1,5.94,0.13683,7.75676
10,11,150,4.76,8.06,3.94,7.63,0.13242,10.24505
10,12,150,3.43,7.175,3.39,6.91,0.11654,10.354
10,13,150,3.43,8.93,4.22,8.61,0.11629,12.92766
10,14,150,4.1,8.93,4.49,8.87,0.12613,12.40555
10,15,150,4.02,9.83,4.78,9.3,0.1313,12.57713
10,16,150,4.28,8.73,4.73,8.64,0.15768,10.05818
10,17,150,5.12,9.11,4.93,8.91,0.16303,10.09653
10,18,150,4.28,8.4,3.64,6.6,0.16122,7.54255
10,19,150,6.92,8.73,4.13,7.65,0.15111,9.21193
10,20,150,6.92,9.11,4.5,8.2,0.15899,9.47661
10,21,150,6.44,9.97,4.5,8.62,0.13708,11.24405
10,22,150,6.81,11.095,5.18,9.27,0.1677,10.28403
10,23,150,6.93,11.775,5.82,9.91,0.19975,9.62546
10,24,150,5.14,11.775,5.85,10.1,0.19047,10.16081
10,25,150,7.89,12.815,6.61,11.08,0.21289,10.27114
10,26,150,7.25,11.14,5.99,9.89,0.22643,8.771
10,27,150,6.82,11.47,5.94,9.96,0.21247,9.2436
10,28,150,6.82,10.655,6.2,10.14,0.23551,8.74114
10,29,150,6.79,10.6,5.75,9.16,0.26443,7.276
10,30,150,5.12,8.45,4.28,6.87,0.25486,5.60055
10,31,150,4.63,7.33,4.14,6.8,0.2302,5.96007
11,1,150,4.63,7.33,4.44,7.77,0.18076,8.13586
11,2,150,4.45,7.33,4.59,9.08,0.12568,12.73582
11,3,150,4.45,7.33,4.23,8.72,0.11358,13.37124
11,4,150,4.45,7.555,4.33,8.81,0.11706,13.15524
11,5,150,3.3,7.555,3.65,7.97,0.09979,13.76288
11,6,150,3.91,7.555,3.71,7.97,0.10312,13.35045
11,7,150,2.85,7.005,3.25,6.68,0.11382,10.22661
11,8,150,2.8,5.975,3.05,6.38,0.1093,10.12478
11,9,150,2.51,5.7,2.84,6.12,0.10235,10.32371
11,10,150,2.51,5.295,2.62,5.82,0.09622,10.40666
11,11,150,2.81,5.075,2.76,5.41,0.12873,7.44193
11,12,150,4.0,7.01,3.58,7.06,0.12649,9.85601
11,13,150,4.85,9.015,4.48,8.47,0.14218,10.71904
11,14,150,6.45,10.315,5.27,9.39,0.17082,10.26393
11,15,150,7.11,11.175,5.54,9.74,0.17845,10.29612
11,16,150,7.11,10.54,5.34,9.49,0.17236,10.3081
11,17,150,7.31,11.085,5.12,8.73,0.19829,8.52944
11,18,150,6.3,10.055,4.94,8.24,0.21729,7.52292
11,19,150,6.11,10.43,4.75,8.16,0.1938,8.10472
11,20,150,6.31,10.055,5.48,8.76,0.25956,7.05033
11,21,150,7.34,10.385,5.73,9.33,0.23919,7.95452
11,22,150,4.62,8.61,4.64,7.8,0.21105,7.27487
11,23,150,4.22,7.52,4.17,7.09,0.20253,6.81391
11,24,150,4.51,7.255,4.39,7.19,0.23426,6.21825
11,25,150,3.63,6.875,4.0,7.43,0.14946,9.0236
11,26,150,3.2,6.075,3.58,6.58,0.15528,7.74941
11,27,150,3.21,6.465,3.73,6.78,0.15997,7.80136
11,28,150,3.3,6.875,4.08,7.63,0.14671,9.40618
11,29,150,2.21,5.67,3.12,6.44,0.11302,9.91532
11,30,150,2.35,6.21,3.24,6.23,0.13519,8.21538
12,1,150,3.12,8.265,3.82,7.08,0.15112,8.51883
12,2,150,3.12,6.64,3.76,6.99,0.14893,8.51423
12,3,150,2.92,6.64,3.5,6.48,0.15164,7.78147
12,4,150,4.57,8.65,4.41,7.58,0.1927,7.5661
12,5,150,4.57,7.385,4.35,7.32,0.2089,6.8837
12,6,150,3.23,6.155,3.99,7.11,0.17032,7.78941
12,7,150,3.23,5.875,4.16,7.23,0.18536,7.42332
12,8,150,3.72,5.555,4.18,7.08,0.20372,6.77728
12,9,150,3.24,5.455,3.52,6.18,0.18021,6.48132
12,10,150,4.0,6.275,4.45,7.57,0.20077,7.32516
12,11,150,4.86,7.93,4.98,8.28,0.22107,7.46366
12,12,150,6.2,11.165,5.7,9.34,0.2342,8.0813
12,13,150,6.41,10.235,5.9,9.42,0.26041,7.5677
12,14,150,6.5,11.165,6.27,10.08,0.2538,8.24518
12,15,150,6.22,9.98,5.58,9.23,0.22519,8.21519
12,16,150,6.42,10.755,5.14,8.46,0.22969,7.42438
12,17,150,6.21,10.115,4.87,8.21,0.20746,7.7572
12,18,150,4.63,10.115,4.35,7.67,0.17648,8.1748
12,19,150,5.12,10.44,4.79,8.33,0.18635,8.51804
12,20,150,4.63,9.565,4.48,7.79,0.18551,7.99251
12,21,150,5.03,9.16,4.82,8.12,0.20836,7.64388
12,22,150,4.72,7.825,4.59,7.53,0.23307,6.53873
12,23,150,5.46,9.16,4.99,8.07,0.24724,6.72224
12,24,150,5.31,7.44,4.54,7.18,0.2732,5.57579
12,25,150,6.04,8.32,4.98,7.7,0.30535,5.54337
12,26,150,6.42,9.145,5.11,8.1,0.26932,6.35685
12,27,150,6.61,9.91,5.3,8.48,0.2576,6.86605
12,28,150,7.15,10.165,5.51,8.91,0.24747,7.4165
12,29,150,5.79,9.395,5.02,8.26,0.22913,7.26212
12,30,150,4.24,10.075,4.74,8.12,0.19587,8.002
12,31,150,3.91,7.8,4.02,6.93,0.19184,6.93992
