month,day,len,rang90,rang95,gamma_moments_90,gamma_moments_95,a_moments,b_moments
1,1,150,2.31,3.555,2.94,4.37,0.3783,2.72444
1,2,150,2.41,3.6,3.07,4.63,0.34396,3.07786
1,3,150,2.51,3.555,2.65,3.86,0.4176,2.26052
1,4,150,2.62,3.7,2.74,3.96,0.44388,2.22731
1,5,150,2.62,3.7,2.73,3.95,0.44237,2.22739
1,6,150,3.2,3.7,2.92,4.13,0.5091,2.12793
1,7,150,3.2,3.7,2.82,3.87,0.6355,1.72672
1,8,150,3.02,3.7,2.81,3.87,0.62493,1.74527
1,9,150,2.5,3.455,2.54,3.54,0.56635,1.70096
1,10,150,2.41,3.365,2.49,3.38,0.69337,1.42684
1,11,150,2.31,3.22,2.35,3.22,0.64284,1.42804
1,12,150,2.31,2.9,2.34,3.19,0.66193,1.38786
1,13,150,2.2,2.7,2.13,2.84,0.81932,1.0765
1,14,150,2.21,2.755,2.21,2.91,0.88975,1.04598
1,15,150,2.11,2.7,2.13,2.79,0.90974,0.9915
1,16,150,2.2,2.755,2.32,3.12,0.7398,1.26431
1,17,150,2.21,2.8,2.34,3.22,0.62876,1.44729
1,18,150,2.21,2.8,2.27,3.11,0.64075,1.38067
1,19,150,2.01,2.81,2.22,3.07,0.6095,1.40551
1,20,150,2.11,3.01,2.31,3.2,0.58086,1.515
1,21,150,2.1,2.81,2.06,2.84,0.61402,1.29528
1,22,150,2.11,2.955,2.05,2.83,0.61088,1.29758
1,23,150,2.1,3.11,2.04,2.83,0.59594,1.31669
1,24,150,2.11,3.11,2.11,2.95,0.55949,1.43106
1,25,150,2.2,3.11,2.12,3.01,0.50529,1.55423
1,26,150,2.2,2.865,2.07,2.95,0.49816,1.53766
1,27,150,1.8,2.6,1.87,2.67,0.4716,1.44615
1,28,150,2.01,2.6,1.85,2.71,0.40431,1.62086
1,29,150,1.5,2.31,1.5,2.27,0.34674,1.49774
1,30,150,1.6,2.6,1.52,2.28,0.36123,1.46538
1,31,150,1.33,2.875,1.52,2.28,0.36129,1.46883
2,1,150,1.32,2.74,1.46,2.21,0.34017,1.4777
2,2,150,1.41,2.255,1.44,2.15,0.37065,1.35976
2,3,150,1.6,2.74,1.51,2.25,0.37369,1.41471
2,4,150,1.5,2.01,1.4,2.07,0.3884,1.27018
2,5,150,1.72,2.255,1.57,2.3,0.41508,1.35075
2,6,150,1.9,2.72,1.71,2.44,0.47534,1.31275
2,7,150,2.1,2.765,1.89,2.77,0.40646,1.65001
2,8,150,2.31,3.155,2.18,3.1,0.49261,1.63077
2,9,150,2.5,3.155,2.24,3.15,0.5422,1.55663
2,10,150,2.4,3.0,2.22,3.12,0.53924,1.54539
2,11,150,2.41,3.11,2.28,3.26,0.48594,1.72723
2,12,150,2.71,3.11,2.29,3.21,0.54393,1.58109
2,13,150,2.42,2.955,2.16,3.03,0.53462,1.5126
2,14,150,2.4,3.01,2.17,3.11,0.47173,1.68316
2,15,150,2.42,3.2,2.44,3.61,0.38181,2.24198
2,16,150,2.42,3.2,2.72,4.05,0.36947,2.56764
2,17,150,2.3,3.31,2.66,3.96,0.36981,2.51118
2,18,150,2.3,3.475,2.64,3.97,0.35383,2.59255
2,19,150,2.21,3.475,2.55,3.85,0.34438,2.55921
2,20,150,2.1,2.82,2.16,3.25,0.35605,2.1083
2,21,150,2.0,2.91,1.85,2.64,0.48334,1.40686
2,22,150,2.01,2.9,1.82,2.64,0.43921,1.49359
2,23,150,1.9,2.9,1.74,2.52,0.44418,1.41383
2,24,150,1.9,2.71,1.65,2.39,0.4268,1.3808
2,25,150,1.93,2.655,1.66,2.41,0.42925,1.38538
2,26,150,1.93,2.655,1.67,2.47,0.3785,1.54294
2,27,128,1.76,2.5,1.59,2.33,0.40427,1.39139
2,28,128,1.83,2.43,1.57,2.29,0.41974,1.33454
2,29,128,1.83,2.265,1.56,2.27,0.41983,1.32493
3,1,128,1.83,2.465,1.73,2.65,0.32303,1.83809
3,2,128,1.5,2.365,1.63,2.49,0.31769,1.74847
3,3,150,1.51,2.455,1.64,2.53,0.31033,1.80241
3,4,150,1.41,2.71,1.77,2.99,0.20589,2.84291
3,5,150,1.56,2.855,1.91,3.44,0.16607,3.84173
3,6,150,2.42,3.42,2.04,3.59,0.17788,3.8079
