month,day,len,rang90,rang95,gamma_moments_90,gamma_moments_95,a_moments,b_moments
1,1,150,3.35,4.555,2.76,4.11,0.37063,2.60101
1,2,150,2.8,3.91,2.43,3.65,0.35755,2.36236
1,3,150,2.9,3.965,2.62,3.92,0.36255,2.51549
1,4,150,2.9,4.265,2.72,4.06,0.36415,2.59967
1,5,150,2.95,4.265,2.79,4.14,0.37924,2.57885
1,6,150,2.8,3.8,2.65,3.96,0.36252,2.54147
1,7,150,2.61,3.665,2.65,3.93,0.38047,2.44612
1,8,150,2.6,3.5,2.39,3.56,0.37713,2.22556
1,9,150,2.71,4.355,2.67,3.99,0.36477,2.54771
1,10,150,2.62,4.355,2.67,3.99,0.36429,2.55294
1,11,150,2.81,4.4,2.71,4.08,0.35122,2.67255
1,12,150,3.21,4.4,2.82,4.2,0.3712,2.65445
1,13,150,2.93,3.865,2.7,4.0,0.38198,2.48004
1,14,150,2.8,3.355,2.54,3.71,0.42095,2.16017
1,15,150,2.93,3.81,2.91,4.26,0.41409,2.5067
1,16,150,2.8,3.7,2.64,3.86,0.40992,2.28823
1,17,150,2.7,3.81,2.47,3.73,0.34008,2.50137
1,18,150,2.7,4.23,2.6,3.97,0.32803,2.7213
1,19,150,2.5,3.81,2.37,3.71,0.28831,2.77483
1,20,150,1.61,3.385,1.94,3.05,0.27867,2.33731
1,21,150,2.2,3.565,2.33,4.13,0.17464,4.43971
1,22,150,2.42,4.41,2.84,4.91,0.19002,4.9504
1,23,150,2.66,4.555,3.02,5.15,0.20053,4.98352
1,24,150,2.61,4.555,3.17,5.34,0.20985,5.00048
1,25,150,2.72,4.465,3.18,5.34,0.21277,4.9474
1,26,150,2.51,4.355,2.73,4.4,0.25233,3.6091
1,27,150,2.5,4.11,2.56,4.09,0.26343,3.25707
1,28,150,2.41,3.56,2.52,3.96,0.28274,3.00388
1,29,150,2.32,3.875,2.46,3.81,0.30319,2.7573
1,30,150,2.33,4.155,2.74,4.47,0.23798,3.82102
1,31,150,2.61,4.155,2.95,4.69,0.26775,3.69245
2,1,150,2.51,4.01,2.71,4.3,0.26669,3.39966
2,2,150,2.6,3.765,2.61,4.2,0.25574,3.41236
2,3,150,2.71,3.955,2.76,4.33,0.28281,3.28602
2,4,150,3.2,4.22,2.65,3.89,0.40198,2.33343
2,5,150,2.62,3.82,2.47,3.66,0.38726,2.24655
2,6,150,3.2,4.51,2.89,4.49,0.29896,3.28031
2,7,150,2.93,4.33,2.83,4.45,0.28436,3.3596
2,8,150,2.9,4.93,2.79,4.5,0.25083,3.71031
2,9,150,2.51,4.75,2.53,4.24,0.21187,3.94582
2,10,150,2.33,4.75,2.55,4.43,0.18791,4.49852
2,11,150,2.33,3.575,2.21,3.66,0.22365,3.27598
2,12,150,2.61,3.355,2.07,3.45,0.21921,3.12945
2,13,150,2.21,3.1,1.98,3.27,0.2266,2.89795
2,14,150,2.92,3.62,2.33,3.69,0.27281,2.87139
2,15,150,3.3,4.2,2.44,3.7,0.33788,2.49005
2,16,150,3.21,4.065,2.44,3.68,0.34827,2.42722
2,17,150,3.21,4.065,2.55,3.77,0.39438,2.28714
2,18,150,3.41,4.73,3.2,5.0,0.29152,3.71389
2,19,150,3.2,4.355,2.88,4.67,0.24515,3.91329
2,20,150,2.6,3.765,2.46,4.18,0.20252,4.01933
2,21,150,2.62,3.9,2.43,4.18,0.19251,4.17285
2,22,150,2.2,4.12,2.24,4.03,0.16433,4.54369
2,23,150,1.81,2.62,1.46,2.4,0.22919,2.10601
2,24,150,1.8,2.31,1.55,2.69,0.18734,2.74017
2,25,150,2.0,2.91,1.79,2.99,0.21856,2.71476
2,26,150,2.02,2.965,2.0,3.21,0.25593,2.60749
2,27,128,2.12,2.995,2.1,3.3,0.28029,2.52247
2,28,128,2.63,3.665,2.37,3.66,0.30418,2.64541
2,29,128,2.89,4.065,2.63,4.0,0.32688,2.7533
3,1,128,3.22,4.85,2.77,4.26,0.31441,3.0041
3,2,128,3.36,4.395,2.61,4.11,0.27945,3.14518
3,3,150,4.01,5.055,2.83,4.43,0.28571,3.33901
3,4,150,4.1,5.155,2.98,4.7,0.2756,3.6284
3,5,150,3.52,4.955,2.61,4.17,0.26231,3.33187
3,6,150,3.43,4.955,2.71,4.27,0.27724,3.28479
3,7,150,3.43,5.055,2.59,4.21,0.24221,3.55616
3,8,150,2.62,5.01,2.32,3.98,0.1933,3.96272
3,9,150,2.24,4.585,2.09,3.74,0.16836,4.13807
3,10,150,2.12,4.915,2.08,3.82,0.15482,4.51716
3,11,150,1.8,4.065,1.78,3.44,0.1335,4.57918
3,12,150,1.8,3.455,1.73,3.32,0.13672,4.33478
3,13,150,1.71,3.175,1.61,2.97,0.15243,3.55128
3,14,150,1.7,3.175,1.6,2.83,0.17516,3.03717
3,15,150,1.71,3.22,1.6,2.67,0.21563,2.4548
3,16,150,1.9,4.13,2.06,3.91,0.13948,5.02813
3,17,150,2.34,4.455,2.62,4.97,0.14081,6.34428
3,18,150,2.34,4.265,2.7,5.03,0.14864,6.14015
3,19,150,2.3,4.265,2.69,4.99,0.14972,6.0511
3,20,150,2.92,4.71,3.39,5.93,0.18102,6.20575
3,21,150,3.01,4.455,3.21,5.33,0.22205,4.78877
3,22,150,3.12,4.555,3.24,5.22,0.24975,4.31625
3,23,150,3.82,5.965,3.77,6.06,0.25454,4.94226
3,24,150,4.05,7.01,3.97,6.41,0.24718,5.34289
3,25,150,4.01,7.475,3.88,6.25,0.25063,5.15772
3,26,150,4.0,7.925,3.6,6.02,0.21542,5.53027
3,27,150,3.25,5.44,2.95,5.09,0.19033,5.12783
3,28,150,2.42,4.055,2.21,3.99,0.16298,4.52397
3,29,150,1.57,3.7,1.77,3.29,0.15007,3.98472
3,30,150,1.41,3.31,1.44,2.69,0.14555,3.34374
3,31,150,2.2,3.31,1.71,3.24,0.1413,4.12374
4,1,150,2.21,5.305,2.16,4.04,0.14666,4.98192
4,2,150,2.31,5.305,2.26,4.14,0.15604,4.86207
4,3,150,2.3,4.25,2.18,4.02,0.15418,4.76073
4,4,150,2.11,3.43,1.92,3.69,0.13613,4.8433
4,5,150,1.65,3.43,1.72,3.33,0.13322,4.44884
4,6,150,1.3,2.92,1.24,2.42,0.12974,3.29879
4,7,150,1.92,4.315,1.69,3.16,0.14776,3.87565
4,8,150,3.15,5.83,2.65,4.71,0.17223,5.11335
4,9,150,3.78,6.455,3.01,5.22,0.18772,5.30935
4,10,150,3.61,6.455,3.11,5.74,0.15271,6.85827
4,11,150,5.29,7.655,4.06,6.97,0.19388,6.92536
4,12,150,3.78,7.475,3.46,6.35,0.15518,7.48797
4,13,150,2.91,6.09,2.53,5.11,0.11924,7.49728
4,14,150,2.4,4.0,2.21,4.79,0.1017,8.11538
4,15,150,2.91,4.605,2.36,4.61,0.12922,6.31472
4,16,150,1.86,3.41,1.7,3.66,0.10303,6.13403
4,17,150,2.53,4.0,1.98,4.02,0.11735,5.99363
4,18,150,2.91,5.195,2.54,4.87,0.13717,6.3474
4,19,150,3.02,5.655,2.65,5.18,0.13007,7.05287
4,20,150,4.23,6.8,3.23,5.92,0.15591,6.95682
4,21,150,4.71,6.8,3.69,6.4,0.18813,6.49893
4,22,150,5.7,8.55,4.31,7.1,0.22815,6.25613
4,23,150,5.92,9.0,4.62,7.59,0.23138,6.62405
4,24,150,5.72,8.55,4.25,6.94,0.23766,5.94396
4,25,150,4.71,6.31,3.49,6.03,0.18971,6.08633
4,26,150,4.72,6.785,3.74,6.84,0.1564,8.01804
4,27,150,3.33,6.565,3.04,6.12,0.12017,8.93151
4,28,150,3.12,6.275,2.75,5.66,0.11432,8.62462
4,29,150,4.63,6.92,3.5,6.6,0.14346,8.28565
4,30,150,4.42,6.61,3.59,6.64,0.15154,7.97605
5,1,150,4.21,6.01,2.91,5.16,0.17408,5.55679
5,2,150,4.31,6.32,3.26,5.66,0.18754,5.76245
5,3,150,4.45,7.135,3.59,6.23,0.18673,6.36585
5,4,150,3.03,5.74,2.78,5.23,0.14375,6.5529
5,5,150,3.35,6.155,2.91,5.65,0.13258,7.57303
5,6,150,2.3,6.915,2.64,5.37,0.11687,8.02568
