month,day,len,rang90,rang95,gamma_moments_90,gamma_moments_95,a_moments,b_moments
1,1,113,1.2,1.5,1.17,1.71,0.40552,1.02131
1,2,114,1.0,1.435,1.06,1.57,0.37735,0.98332
1,3,115,0.96,1.33,0.86,1.26,0.40614,0.74937
1,4,115,0.8,1.33,0.79,1.21,0.31536,0.85202
1,5,115,0.86,1.53,0.92,1.5,0.23739,1.28937
1,6,115,0.86,1.39,0.94,1.52,0.24486,1.27138
1,7,115,1.0,1.39,0.95,1.53,0.24656,1.28022
1,8,115,1.06,1.96,1.12,1.75,0.28978,1.30233
1,9,115,1.2,1.93,1.2,1.78,0.3751,1.11738
1,10,115,1.06,1.3,1.03,1.48,0.45586,0.81833
1,11,115,1.16,1.39,1.28,2.07,0.24626,1.73024
1,12,115,0.96,1.3,1.29,2.06,0.26052,1.65219
1,13,115,0.9,1.23,1.15,1.89,0.2289,1.66388
1,14,115,0.9,1.3,1.15,1.91,0.21803,1.74288
1,15,115,0.9,1.36,1.1,1.88,0.19792,1.83652
1,16,115,0.9,1.23,0.79,1.16,0.40243,0.69578
1,17,115,0.86,1.23,0.76,1.13,0.36277,0.72629
1,18,115,0.9,1.3,0.75,1.14,0.33695,0.76906
1,19,115,0.6,0.93,0.56,0.86,0.32236,0.59885
1,20,115,0.66,1.03,0.6,0.94,0.28276,0.71039
1,21,115,0.6,1.0,0.53,0.85,0.24234,0.72124
1,22,115,0.7,1.2,0.63,0.99,0.28853,0.73839
1,23,115,0.7,1.2,0.66,1.01,0.32162,0.70027
1,24,115,0.9,1.23,0.79,1.18,0.36342,0.75371
1,25,115,0.86,1.2,0.75,1.11,0.38703,0.68302
1,26,115,1.02,1.3,0.88,1.26,0.44763,0.7071
1,27,115,0.96,1.36,0.89,1.3,0.43386,0.73956
1,28,115,1.06,1.53,0.94,1.41,0.36781,0.89603
1,29,115,1.0,1.53,0.94,1.4,0.36822,0.88794
1,30,115,1.1,1.66,1.13,1.7,0.343,1.13323
1,31,115,1.16,1.49,1.16,1.72,0.37514,1.08019
2,1,115,1.16,1.4,1.12,1.67,0.36414,1.06981
2,2,115,1.1,1.33,1.06,1.63,0.30694,1.17285
2,3,115,1.2,1.33,1.05,1.66,0.26835,1.30589
2,4,115,1.2,1.33,0.88,1.38,0.29342,1.01947
2,5,115,1.2,1.56,1.03,1.63,0.26851,1.28242
2,6,115,1.36,1.83,1.17,1.81,0.30187,1.31357
2,7,115,1.46,1.83,1.28,1.98,0.30826,1.41607
2,8,115,1.4,1.8,1.21,1.89,0.29605,1.38933
2,9,115,1.4,1.83,1.24,1.92,0.30399,1.3845
2,10,115,1.32,1.83,1.12,1.75,0.28886,1.30648
2,11,115,1.16,1.83,1.12,1.82,0.23903,1.54975
2,12,115,1.12,1.99,1.16,1.84,0.274,1.42493
2,13,115,1.74,2.53,1.34,2.06,0.3181,1.4406
2,14,115,1.5,2.53,1.38,2.08,0.35271,1.35844
2,15,115,1.38,2.63,1.4,2.1,0.35886,1.35697
2,16,115,1.32,2.18,1.32,1.99,0.34762,1.31076
2,17,115,1.26,2.15,1.41,2.15,0.32624,1.48199
2,18,115,1.16,1.43,1.27,1.96,0.30384,1.4195
2,19,115,1.1,1.46,1.16,1.88,0.23964,1.60389
2,20,115,1.1,1.43,1.02,1.73,0.20751,1.63012
2,21,115,1.02,1.36,0.89,1.57,0.18134,1.63515
2,22,115,0.72,1.3,0.67,1.1,0.22307,0.99015
2,23,115,0.86,1.69,0.8,1.44,0.169,1.58477
2,24,115,1.06,1.6,0.84,1.48,0.18002,1.5554
2,25,115,0.96,1.75,0.79,1.43,0.15857,1.6616
2,26,115,1.06,1.75,0.87,1.52,0.1875,1.54437
2,27,98,1.0,1.69,0.85,1.51,0.17233,1.63431
2,28,98,0.86,1.515,0.73,1.2,0.22973,1.05714
2,29,98,1.0,1.76,0.91,1.44,0.26716,1.1382
3,1,98,1.33,2.13,1.33,2.09,0.27829,1.60237
3,2,98,1.53,2.375,1.67,2.63,0.27957,2.01108
3,3,115,1.66,2.86,1.8,2.77,0.31454,1.95452
3,4,115,1.82,2.86,1.89,2.83,0.3547,1.84601
3,5,115,1.6,2.86,1.79,2.74,0.32515,1.88807
3,6,115,1.26,2.16,1.49,2.32,0.29175,1.72571
3,7,115,1.2,1.72,1.16,1.76,0.33633,1.18671
3,8,115,1.06,1.2,0.88,1.33,0.3558,0.86273
3,9,115,0.9,1.13,0.76,1.18,0.29777,0.86733
3,10,115,1.0,1.2,0.89,1.4,0.27232,1.09208
3,11,115,1.1,1.56,1.18,1.93,0.2343,1.66636
3,12,114,1.1,1.91,1.23,1.99,0.24724,1.66041
3,13,113,1.1,1.74,1.21,1.97,0.24264,1.66313
3,14,112,1.1,1.59,1.14,1.9,0.22211,1.70445
3,15,111,1.1,1.5,0.97,1.68,0.18565,1.72272
3,16,110,0.83,1.41,0.73,1.23,0.21238,1.13863
3,17,110,1.21,1.755,0.9,1.55,0.19412,1.54073
