month,day,len,rang90,rang95,gamma_moments_90,gamma_moments_95,a_moments,b_moments
1,1,150,1.7,2.31,1.72,2.6,0.33727,1.75331
1,2,150,1.7,2.155,1.66,2.51,0.33893,1.68767
1,3,150,1.61,2.055,1.54,2.35,0.32345,1.62827
1,4,150,1.7,2.1,1.48,2.2,0.37968,1.36783
1,5,150,1.7,2.1,1.58,2.34,0.37835,1.46072
1,6,150,1.71,2.255,1.62,2.43,0.35933,1.57146
1,7,150,1.73,2.255,1.61,2.35,0.42227,1.36405
1,8,150,1.72,2.255,1.62,2.34,0.44431,1.3144
1,9,150,1.7,2.365,1.63,2.39,0.40928,1.41876
1,10,150,1.61,2.2,1.51,2.17,0.47458,1.16594
1,11,150,1.6,2.1,1.44,2.03,0.52568,1.0247
1,12,150,1.71,2.31,1.56,2.19,0.54502,1.08008
1,13,150,1.71,2.2,1.56,2.17,0.58588,1.01842
1,14,150,1.8,2.2,1.52,2.11,0.59288,0.98278
1,15,150,1.81,2.455,1.66,2.3,0.59987,1.06467
1,16,150,1.91,2.51,1.76,2.46,0.56111,1.18931
1,17,150,1.81,2.465,1.61,2.3,0.49263,1.20713
1,18,150,1.9,2.765,1.69,2.41,0.48486,1.28146
1,19,150,1.9,2.6,1.67,2.37,0.51241,1.21257
1,20,150,1.81,2.6,1.65,2.35,0.49687,1.22633
1,21,150,1.51,2.6,1.52,2.16,0.50297,1.12134
1,22,150,1.9,2.6,1.58,2.24,0.50659,1.15544
1,23,150,1.63,2.3,1.49,2.14,0.4628,1.17257
1,24,150,1.63,2.465,1.58,2.27,0.47259,1.22304
1,25,150,1.81,2.355,1.52,2.2,0.45482,1.21513
1,26,150,1.8,2.565,1.55,2.27,0.42142,1.31778
1,27,150,1.3,2.355,1.41,2.09,0.37526,1.31288
1,28,150,1.3,2.02,1.31,1.96,0.36009,1.26264
1,29,150,1.1,1.755,1.07,1.67,0.28465,1.26237
1,30,150,1.0,1.355,1.11,1.94,0.17822,2.05733
1,31,150,1.01,1.655,1.13,1.96,0.18624,2.00104
2,1,150,1.3,1.7,1.21,2.06,0.19625,2.03143
2,2,150,1.31,2.255,1.34,2.21,0.22755,1.9512
2,3,150,1.51,2.3,1.45,2.34,0.25136,1.92287
2,4,150,1.6,2.3,1.26,1.9,0.33779,1.28089
2,5,150,1.6,2.255,1.25,1.92,0.32243,1.3295
2,6,150,1.5,2.255,1.24,1.88,0.33603,1.26774
2,7,150,1.51,2.4,1.44,2.31,0.26091,1.84993
2,8,150,1.8,2.565,1.63,2.55,0.287,1.91172
2,9,150,2.1,2.81,1.82,2.75,0.33781,1.85313
2,10,150,1.92,2.61,1.72,2.62,0.32456,1.81371
2,11,150,1.81,2.455,1.73,2.61,0.3467,1.7287
2,12,150,1.62,2.3,1.58,2.3,0.42991,1.3212
2,13,150,1.4,2.01,1.38,1.98,0.48503,1.04874
2,14,150,1.31,1.555,1.2,1.7,0.50782,0.87432
2,15,150,1.4,1.655,1.43,2.0,0.53614,0.99725
2,16,150,1.4,2.21,1.55,2.2,0.50508,1.13645
2,17,150,1.4,2.055,1.51,2.14,0.50362,1.11063
2,18,150,1.4,2.265,1.54,2.2,0.48405,1.16792
2,19,150,1.3,2.51,1.56,2.3,0.4019,1.37679
2,20,150,1.2,2.355,1.42,2.11,0.37068,1.3363
2,21,150,1.1,1.41,1.25,1.89,0.34049,1.26681
2,22,150,1.2,1.665,1.2,1.82,0.33642,1.23061
2,23,150,1.21,2.01,1.21,1.85,0.32415,1.27922
2,24,150,1.2,1.855,1.11,1.63,0.3903,0.99923
2,25,150,1.1,1.555,1.04,1.55,0.38257,0.95842
2,26,150,1.0,1.555,1.0,1.49,0.37333,0.94108
2,27,128,1.0,1.265,0.93,1.39,0.36449,0.88952
2,28,128,1.0,1.495,0.98,1.45,0.3776,0.90621
2,29,128,1.06,1.9,1.13,1.69,0.35827,1.09467
3,1,128,1.13,2.03,1.19,1.85,0.29726,1.35876
3,2,128,1.7,2.065,1.28,1.95,0.33264,1.32462
3,3,150,1.7,2.055,1.33,2.01,0.34033,1.34773
3,4,150,1.41,1.955,1.22,1.89,0.30432,1.3604
3,5,150,1.3,1.855,1.11,1.81,0.2401,1.53825
3,6,150,1.6,1.955,1.17,1.85,0.27765,1.41903
3,7,150,1.6,2.1,1.18,1.87,0.26964,1.46865
3,8,150,1.41,1.91,1.06,1.7,0.25583,1.38631
3,9,150,1.41,1.8,1.05,1.69,0.25744,1.36732
3,10,150,1.51,1.8,1.07,1.65,0.31194,1.17116
3,11,150,1.4,1.8,1.03,1.58,0.30788,1.13464
3,12,150,1.3,1.755,1.02,1.6,0.28506,1.20443
3,13,150,1.3,1.855,1.25,2.2,0.17826,2.32993
3,14,150,1.3,2.175,1.33,2.3,0.19173,2.29837
3,15,150,1.3,2.165,1.33,2.29,0.19013,2.30723
3,16,150,1.11,1.955,1.3,2.36,0.15887,2.73175
3,17,150,1.1,1.865,1.29,2.36,0.1557,2.77448
3,18,150,1.1,1.7,1.1,1.87,0.20019,1.8116
3,19,150,1.1,1.7,1.08,1.86,0.19465,1.83921
3,20,150,1.1,1.655,1.06,1.84,0.18643,1.88453
3,21,150,1.31,2.1,1.14,1.81,0.27119,1.416
3,22,150,1.31,2.01,1.12,1.78,0.26051,1.4331
3,23,150,1.61,2.83,1.5,2.54,0.20425,2.42512
3,24,150,1.6,2.41,1.38,2.41,0.18197,2.51322
3,25,150,1.72,2.785,1.49,2.54,0.20022,2.46396
3,26,150,1.41,2.785,1.31,2.37,0.1647,2.66346
3,27,150,1.31,2.83,1.32,2.42,0.15474,2.85649
3,28,150,0.81,1.955,0.84,1.57,0.14499,1.95872
3,29,150,0.81,1.955,0.82,1.56,0.13861,2.02
3,30,150,0.72,1.81,0.81,1.62,0.12285,2.31177
3,31,150,1.2,2.01,1.01,1.87,0.1502,2.26814
4,1,150,1.2,1.81,0.96,1.71,0.16808,1.89598
4,2,150,1.31,1.81,1.06,1.85,0.17924,1.95267
4,3,150,1.52,2.6,1.38,2.38,0.19242,2.37678
4,4,150,1.41,2.12,1.36,2.29,0.20969,2.146
4,5,150,1.4,2.075,1.44,2.73,0.14113,3.47672
4,6,150,1.41,3.765,1.71,3.19,0.14821,3.90428
4,7,150,1.41,3.465,1.71,3.17,0.14987,3.83892
4,8,150,1.3,1.955,1.32,2.66,0.11841,3.93557
4,9,150,1.4,2.255,1.42,2.78,0.12785,3.84838
4,10,150,1.4,2.3,1.46,2.69,0.15463,3.18171
4,11,150,1.4,2.255,1.4,2.58,0.15146,3.10319
4,12,150,1.61,2.62,1.5,2.79,0.14998,3.37833
4,13,150,2.21,3.175,1.79,3.14,0.18142,3.27413
4,14,150,2.43,3.73,1.94,3.48,0.16827,3.8469
4,15,150,1.95,3.175,1.8,3.19,0.17286,3.45941
4,16,150,1.98,3.51,1.84,3.22,0.18089,3.36857
4,17,150,1.81,3.31,1.75,3.06,0.18272,3.17789
4,18,150,1.7,2.975,1.68,3.16,0.14448,3.9405
4,19,150,1.7,3.155,1.63,3.09,0.14033,3.95739
4,20,150,1.41,3.155,1.5,2.97,0.12624,4.15081
4,21,150,1.32,2.72,1.37,2.77,0.11984,4.04422
4,22,150,2.21,3.85,2.06,3.86,0.14642,4.76723
4,23,150,2.81,4.755,2.37,4.12,0.18443,4.25086
4,24,150,2.81,4.755,2.36,4.03,0.19781,3.94325
4,25,150,2.93,4.755,2.49,4.16,0.21447,3.83584
4,26,150,3.3,4.91,2.75,4.48,0.24046,3.80666
4,27,150,3.21,4.91,2.62,4.23,0.24982,3.49583
4,28,150,2.9,4.595,2.79,4.84,0.1857,4.96852
4,29,150,2.62,3.875,2.61,4.62,0.17418,4.97963
4,30,150,2.42,4.235,2.79,4.82,0.19082,4.84238
5,1,150,2.31,4.82,2.67,4.78,0.16753,5.30451
5,2,150,2.3,4.855,2.58,4.69,0.16042,5.39015
5,3,150,2.46,4.855,2.41,4.05,0.20997,3.79421
5,4,150,3.79,5.7,2.89,4.69,0.24189,3.96875
5,5,150,3.79,5.475,2.68,4.47,0.21659,4.09378
5,6,150,3.7,5.155,2.74,4.35,0.26906,3.41192
5,7,150,2.93,5.475,2.6,4.25,0.23663,3.65128
5,8,150,2.63,4.955,2.48,4.06,0.23497,3.50404
5,9,150,2.5,4.265,2.37,4.17,0.17925,4.38859
5,10,150,3.43,4.4,2.98,4.86,0.23951,4.13893
5,11,150,3.31,4.4,2.88,4.84,0.21168,4.50359
5,12,150,3.31,4.4,3.18,5.37,0.20771,5.06486
5,13,150,3.31,4.355,3.45,5.69,0.22794,5.02173
5,14,150,3.22,5.04,3.27,5.28,0.2487,4.38007
5,15,150,3.22,5.085,3.38,5.78,0.19762,5.66071
5,16,150,3.28,5.4,3.41,5.88,0.19122,5.89555
5,17,150,3.26,5.085,3.02,5.16,0.19789,5.04646
5,18,150,3.24,5.4,2.99,5.1,0.1982,4.98154
5,19,150,3.51,5.855,3.17,5.46,0.19152,5.47549
5,20,150,3.05,6.01,3.03,5.1,0.21008,4.76959
5,21,150,3.62,6.265,3.52,5.81,0.22576,5.16178
5,22,150,4.25,6.7,3.63,6.04,0.2195,5.47314
5,23,150,4.02,6.565,3.57,5.92,0.22117,5.33819
5,24,150,4.32,5.855,3.52,5.71,0.24413,4.79528
5,25,150,3.73,4.955,3.05,5.02,0.22856,4.41898
5,26,150,3.7,4.41,2.54,4.01,0.27623,3.09159
5,27,150,3.7,4.41,2.69,4.25,0.27533,3.28095
5,28,150,4.12,4.955,2.96,4.78,0.24793,3.97688
5,29,150,3.73,5.03,3.01,4.94,0.23397,4.274
5,30,150,4.12,5.455,3.24,5.26,0.24187,4.45144
5,31,150,4.51,6.0,3.54,5.77,0.24025,4.90036
6,1,150,4.32,5.82,3.48,5.64,0.24464,4.7308
6,2,150,4.0,6.11,3.08,5.14,0.21734,4.68995
6,3,150,4.02,6.365,3.27,5.56,0.20197,5.35725
6,4,150,4.0,6.11,3.02,5.23,0.18819,5.30667
6,5,150,3.21,4.51,2.75,4.82,0.18067,5.05147
6,6,150,3.11,5.48,3.01,5.54,0.15383,6.57436
6,7,150,3.34,6.255,3.81,6.67,0.18085,6.98179
6,8,150,3.3,4.71,3.5,6.24,0.16962,6.85839
6,9,150,3.6,6.775,4.26,8.07,0.1411,10.27201
6,10,150,3.6,6.775,4.37,8.19,0.14567,10.15541
6,11,150,3.51,4.965,4.05,7.51,0.14968,9.11696
6,12,150,3.51,5.455,3.66,6.98,0.13816,9.04288
6,13,150,4.71,7.585,4.7,8.32,0.17462,8.93745
6,14,150,4.51,6.795,4.27,7.07,0.22276,6.34469
6,15,150,4.62,7.31,4.42,7.2,0.23921,6.13681
6,16,150,5.85,9.55,4.97,8.11,0.23731,6.9501
6,17,150,5.8,7.665,4.86,7.88,0.24458,6.61276
6,18,150,3.82,7.04,3.67,6.27,0.19758,6.13758
